Headline,Sentiment
"מבצע צה""ל בעזה הסתיים בהצלחה וללא נפגעים",Positive
הושג הישג משמעותי במאבק בטרור ביהודה ושומרון,Positive
"עכשיודובר צה""ל: ביממה האחרונה חיל האוויר תקף כ-1,500 מטרות חיזבאללה בלבנון",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בשכם,Positive
"כוחות צה""ל השמידו תשתית טרור באזור תל אביב",Positive
"כוחות צה""ל השמידו תשתית טרור באזור חברון",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בעוטף עזה",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בתל אביב,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בירושלים,Positive
הושג הישג משמעותי במאבק בטרור ברמאללה,Positive
כוחות הביטחון סיכלו ניסיון פיגוע ביהודה ושומרון,Positive
הושג הישג משמעותי במאבק בטרור בתל אביב,Positive
"כוחות צה""ל השמידו תשתית טרור באזור חברון",Positive
"כוחות צה""ל השמידו תשתית טרור באזור חברון",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בשכם",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בחברון,Positive
"כוחות צה""ל השמידו תשתית טרור באזור רמאללה",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בעוטף עזה,Positive
"צה""ל ביצע פעולת מנע מוצלחת בעזה",Positive
הגנה אווירית יירטה טיל שנורה לעבר רמאללה,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בבאר שבע,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בעוטף עזה,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בתל אביב,Positive
"בוגי יעלון: ""צה""ל במיטבו - צריך להגדיר את מצב הסיום בצפון ובדרום""",Positive
הושג הישג משמעותי במאבק בטרור ביהודה ושומרון,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע ברמאללה,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בירושלים,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בעוטף עזה",Positive
הושג הישג משמעותי במאבק בטרור בעוטף עזה,Positive
הושג הישג משמעותי במאבק בטרור בבאר שבע,Positive
הגנה אווירית יירטה טיל שנורה לעבר באר שבע,Positive
"צה""ל: 85 רקטות שוגרו תוך חצי שעה לקריות ולאזורים אחרים בצפון",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון ביהודה ושומרון,Positive
הגנה אווירית יירטה טיל שנורה לעבר רמאללה,Positive
"צה""ל ביצע פעולת מנע מוצלחת בירושלים",Positive
"כוחות צה""ל השמידו תשתית טרור באזור ירושלים",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בתל אביב,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בחברון,Positive
"דובר צה""ל: האזעקה בשתולה - זיהוי שווא",Positive
"מבצע צה""ל בעוטף עזה הסתיים בהצלחה וללא נפגעים",Positive
"מבצע צה""ל באילת הסתיים בהצלחה וללא נפגעים",Positive
הושגו הבנות לשיפור הביטחון באזור חברון,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בחברון,Positive
הושג הישג משמעותי במאבק בטרור בחברון,Positive
"צה""ל ביצע פעולת מנע מוצלחת בבאר שבע",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בתל אביב,Positive
"צה""ל ביצע פעולת מנע מוצלחת ברמאללה",Positive
"מאות ליוו לקבורה את המפגינה האמריקנית-טורקית שנהרגה מאש צה""ל",Positive
הגנה אווירית יירטה טיל שנורה לעבר עוטף עזה,Positive
"הממונה על החטופים מטעם צה""ל יגיע לדיון בבג""ץ בהשבת גופת המחבל וליד דקה",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בתל אביב",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בתל אביב",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בשכם,Positive
הושגו הבנות לשיפור הביטחון באזור חברון,Positive
הושגו הבנות לשיפור הביטחון באזור באר שבע,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בעזה,Positive
"מבצע צה""ל באילת הסתיים בהצלחה וללא נפגעים",Positive
"כוחות צה""ל השמידו תשתית טרור באזור תל אביב",Positive
"צה""ל ביצע פעולת מנע מוצלחת ברמאללה",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון ברמאללה,Positive
הושג הישג משמעותי במאבק בטרור ברמאללה,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע ברמאללה,Positive
הגנה אווירית יירטה טיל שנורה לעבר שכם,Positive
הושג הישג משמעותי במאבק בטרור בעזה,Positive
כוחות הביטחון סיכלו ניסיון פיגוע באילת,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בעוטף עזה,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון ביהודה ושומרון,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון באילת,Positive
"צה""ל מאשר: חוסל פעיל מרכזי בג'יהאד האיסלאמי בגבול סוריה-לבנון",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון ברמאללה,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בעזה,Positive
כוחות הביטחון סיכלו ניסיון פיגוע ביהודה ושומרון,Positive
הושג הישג משמעותי במאבק בטרור בתל אביב,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור ברמאללה",Positive
הגנה אווירית יירטה טיל שנורה לעבר שכם,Positive
הגנה אווירית יירטה טיל שנורה לעבר רמאללה,Positive
"כוחות צה""ל השמידו תשתית טרור באזור חברון",Positive
הגנה אווירית יירטה טיל שנורה לעבר ירושלים,Positive
הושג הישג משמעותי במאבק בטרור בשכם,Positive
כוחות הביטחון סיכלו ניסיון פיגוע באילת,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בשכם,Positive
"מבצע צה""ל בירושלים הסתיים בהצלחה וללא נפגעים",Positive
"צה""ל ביצע פעולת מנע מוצלחת ברמאללה",Positive
"כוחות צה""ל השמידו תשתית טרור באזור אילת",Positive
"כוחות צה""ל השמידו תשתית טרור באזור עוטף עזה",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בעזה,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור באילת",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בבאר שבע,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון ברמאללה,Positive
הגנה אווירית יירטה טיל שנורה לעבר חברון,Positive
כוחות הביטחון סיכלו ניסיון פיגוע ברמאללה,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בחברון",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בחברון,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בעוטף עזה,Positive
הושג הישג משמעותי במאבק בטרור בעזה,Positive
הושגו הבנות לשיפור הביטחון באזור ירושלים,Positive
"כוחות צה""ל השמידו תשתית טרור באזור רמאללה",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בחברון,Positive
הושג הישג משמעותי במאבק בטרור ביהודה ושומרון,Positive
הגנה אווירית יירטה טיל שנורה לעבר יהודה ושומרון,Positive
"צה""ל ביצע פעולת מנע מוצלחת בחברון",Positive
"כוחות צה""ל השמידו תשתית טרור באזור אילת",Positive
הושגו הבנות לשיפור הביטחון באזור רמאללה,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בחברון,Positive
הושגו הבנות לשיפור הביטחון באזור יהודה ושומרון,Positive
הושגו הבנות לשיפור הביטחון באזור שכם,Positive
"דיווחים: צה""ל תקך בדרום ובעומק לבנון, חיזבאללה הכחיש חיסול בכיר",Positive
"צה""ל ביצע פעולת מנע מוצלחת ברמאללה",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בעזה,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בתל אביב",Positive
"כוחות צה""ל השמידו תשתית טרור באזור ירושלים",Positive
הגנה אווירית יירטה טיל שנורה לעבר אילת,Positive
הושג הישג משמעותי במאבק בטרור ביהודה ושומרון,Positive
הושג הישג משמעותי במאבק בטרור בירושלים,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בחברון",Positive
"מבצע צה""ל בשכם הסתיים בהצלחה וללא נפגעים",Positive
הגנה אווירית יירטה טיל שנורה לעבר יהודה ושומרון,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון ברמאללה,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בתל אביב",Positive
הגנה אווירית יירטה טיל שנורה לעבר שכם,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בעזה",Positive
"כוחות צה""ל השמידו תשתית טרור באזור תל אביב",Positive
"מבצע צה""ל בשכם הסתיים בהצלחה וללא נפגעים",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בירושלים,Positive
"כוחות צה""ל השמידו תשתית טרור באזור עוטף עזה",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בחברון,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בחברון,Positive
הגנה אווירית יירטה טיל שנורה לעבר תל אביב,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בבאר שבע,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור ביהודה ושומרון",Positive
הושגו הבנות לשיפור הביטחון באזור עזה,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בבאר שבע,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בבאר שבע,Positive
"מבצע צה""ל בתל אביב הסתיים בהצלחה וללא נפגעים",Positive
"כוחות צה""ל השמידו תשתית טרור באזור רמאללה",Positive
"כוחות צה""ל השמידו תשתית טרור באזור באר שבע",Positive
"צה""ל ביצע פעולת מנע מוצלחת בעזה",Positive
הושג הישג משמעותי במאבק בטרור ברמאללה,Positive
"כוחות צה""ל השמידו תשתית טרור באזור עוטף עזה",Positive
"צה""ל: ""ראש התארגנות הטרור של חמאס בג'נין חוסל בחילופי אש""",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בבאר שבע,Positive
"צה""ל ביצע פעולת מנע מוצלחת בירושלים",Positive
הושג הישג משמעותי במאבק בטרור בעוטף עזה,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בחברון,Positive
"צה""ל: סימני ירי נמצאו על גופות ששת החטופים שחולצו; על המחבלים לא",Positive
הושגו הבנות לשיפור הביטחון באזור רמאללה,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בבאר שבע",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בבאר שבע,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בחברון,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בעזה,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור באילת",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון באילת,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור ברמאללה",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע ברמאללה,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בעוטף עזה,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בירושלים",Positive
הושג הישג משמעותי במאבק בטרור בשכם,Positive
"צה""ל: המבצע באזור ג'נין נמשך, עד כה חוסלו 20 מחבלים ונעצרו 17 מבוקשים",Positive
הושג הישג משמעותי במאבק בטרור ברמאללה,Positive
הגנה אווירית יירטה טיל שנורה לעבר חברון,Positive
"צה""ל ביצע פעולת מנע מוצלחת בחברון",Positive
הגנה אווירית יירטה טיל שנורה לעבר שכם,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בשכם,Positive
הגנה אווירית יירטה טיל שנורה לעבר אילת,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בתל אביב",Positive
"צה""ל: הכטב""ם שיורט לפנות בוקר באזור הכינרת שוגר מעיראק",Positive
"מבצע צה""ל בעזה הסתיים בהצלחה וללא נפגעים",Positive
הושגו הבנות לשיפור הביטחון באזור רמאללה,Positive
"צה""ל ביצע פעולת מנע מוצלחת בבאר שבע",Positive
הושג הישג משמעותי במאבק בטרור בשכם,Positive
"כוחות צה""ל השמידו תשתית טרור באזור שכם",Positive
הושגו הבנות לשיפור הביטחון באזור עזה,Positive
"מבצע צה""ל באילת הסתיים בהצלחה וללא נפגעים",Positive
"מבצע צה""ל בעזה הסתיים בהצלחה וללא נפגעים",Positive
"צה""ל ביצע פעולת מנע מוצלחת בעזה",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בבאר שבע,Positive
הושג הישג משמעותי במאבק בטרור בירושלים,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בבאר שבע,Positive
"צה""ל ביצע פעולת מנע מוצלחת בעזה",Positive
הושגו הבנות לשיפור הביטחון באזור עוטף עזה,Positive
כוחות הביטחון סיכלו ניסיון פיגוע ביהודה ושומרון,Positive
הושגו הבנות לשיפור הביטחון באזור עזה,Positive
הגנה אווירית יירטה טיל שנורה לעבר עזה,Positive
"צה""ל ביצע פעולת מנע מוצלחת בחברון",Positive
"צה""ל ביצע פעולת מנע מוצלחת בחברון",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בעזה",Positive
"מבצע צה""ל ברמאללה הסתיים בהצלחה וללא נפגעים",Positive
"צה""ל ביצע פעולת מנע מוצלחת בחברון",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בשכם,Positive
"מבצע צה""ל בעוטף עזה הסתיים בהצלחה וללא נפגעים",Positive
הושגו הבנות לשיפור הביטחון באזור עוטף עזה,Positive
"מבצע צה""ל בתל אביב הסתיים בהצלחה וללא נפגעים",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בתל אביב",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בשכם,Positive
"צה""ל הטיל סגר צבאי על לבנון, הותקפו דחפורים שניסו לשקם את מעברי הגבול עם סוריה",Positive
הושגו הבנות לשיפור הביטחון באזור עזה,Positive
"מבצע צה""ל בחברון הסתיים בהצלחה וללא נפגעים",Positive
"כוחות צה""ל השמידו תשתית טרור באזור עוטף עזה",Positive
הושגו הבנות לשיפור הביטחון באזור ירושלים,Positive
הושגו הבנות לשיפור הביטחון באזור יהודה ושומרון,Positive
הגנה אווירית יירטה טיל שנורה לעבר עזה,Positive
"צה""ל ביצע פעולת מנע מוצלחת באילת",Positive
כוחות הביטחון סיכלו ניסיון פיגוע ברמאללה,Positive
הושג הישג משמעותי במאבק בטרור בירושלים,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בתל אביב,Positive
הושג הישג משמעותי במאבק בטרור באילת,Positive
"צה""ל ביצע פעולת מנע מוצלחת בחברון",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בחברון",Positive
"צה""ל ביצע פעולת מנע מוצלחת ביהודה ושומרון",Positive
הגנה אווירית יירטה טיל שנורה לעבר עזה,Positive
הגנה אווירית יירטה טיל שנורה לעבר רמאללה,Positive
"כוחות צה""ל השמידו תשתית טרור באזור חברון",Positive
הושג הישג משמעותי במאבק בטרור באילת,Positive
"צה""ל ביצע פעולת מנע מוצלחת בירושלים",Positive
"צה""ל ביצע פעולת מנע מוצלחת בחברון",Positive
"צה""ל ביצע פעולת מנע מוצלחת בירושלים",Positive
"תקיפות נרחבות של צה""ל בכמה יעדים בדרום לבנון",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בחברון,Positive
הושגו הבנות לשיפור הביטחון באזור תל אביב,Positive
הושג הישג משמעותי במאבק בטרור בירושלים,Positive
הגנה אווירית יירטה טיל שנורה לעבר תל אביב,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בירושלים",Positive
הושג הישג משמעותי במאבק בטרור בבאר שבע,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בבאר שבע,Positive
הושג הישג משמעותי במאבק בטרור ברמאללה,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בבאר שבע,Positive
הגנה אווירית יירטה טיל שנורה לעבר באר שבע,Positive
הושג הישג משמעותי במאבק בטרור באילת,Positive
"מבצע צה""ל ביהודה ושומרון הסתיים בהצלחה וללא נפגעים",Positive
הגנה אווירית יירטה טיל שנורה לעבר עזה,Positive
כוחות הביטחון סיכלו ניסיון פיגוע ביהודה ושומרון,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בחברון",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בבאר שבע,Positive
"צה""ל ביצע פעולת מנע מוצלחת בעוטף עזה",Positive
"מבצע צה""ל בעזה הסתיים בהצלחה וללא נפגעים",Positive
כוחות הביטחון סיכלו ניסיון פיגוע באילת,Positive
כוחות הביטחון סיכלו ניסיון פיגוע ביהודה ושומרון,Positive
"צה""ל ביצע פעולת מנע מוצלחת בעוטף עזה",Positive
"צה""ל ביצע פעולת מנע מוצלחת ביהודה ושומרון",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בחברון,Positive
הושג הישג משמעותי במאבק בטרור בעזה,Positive
"כוחות צה""ל השמידו תשתית טרור באזור עזה",Positive
הושגו הבנות לשיפור הביטחון באזור חברון,Positive
הושגו הבנות לשיפור הביטחון באזור חברון,Positive
"כוחות צה""ל השמידו תשתית טרור באזור שכם",Positive
"מבצע צה""ל בשכם הסתיים בהצלחה וללא נפגעים",Positive
הגנה אווירית יירטה טיל שנורה לעבר עזה,Positive
"כוחות צה""ל השמידו תשתית טרור באזור עזה",Positive
"כוחות צה""ל השמידו תשתית טרור באזור ירושלים",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בעוטף עזה,Positive
"כוחות צה""ל השמידו תשתית טרור באזור רמאללה",Positive
הושגו הבנות לשיפור הביטחון באזור יהודה ושומרון,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בחברון,Positive
הושגו הבנות לשיפור הביטחון באזור תל אביב,Positive
"מבצע צה""ל ברמאללה הסתיים בהצלחה וללא נפגעים",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בתל אביב",Positive
"צה""ל ביצע פעולת מנע מוצלחת ברמאללה",Positive
"כוחות צה""ל השמידו תשתית טרור באזור אילת",Positive
"מבצע צה""ל בתל אביב הסתיים בהצלחה וללא נפגעים",Positive
"צה""ל ביצע פעולת מנע מוצלחת באילת",Positive
כוחות הביטחון סיכלו ניסיון פיגוע ביהודה ושומרון,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בעזה,Positive
הגנה אווירית יירטה טיל שנורה לעבר רמאללה,Positive
"כוחות צה""ל השמידו תשתית טרור באזור חברון",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע ביהודה ושומרון,Positive
הגנה אווירית יירטה טיל שנורה לעבר יהודה ושומרון,Positive
"צה""ל ביצע פעולת מנע מוצלחת בחברון",Positive
הושגו הבנות לשיפור הביטחון באזור רמאללה,Positive
הושג הישג משמעותי במאבק בטרור באילת,Positive
"צה""ל ביצע פעולת מנע מוצלחת בעוטף עזה",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בעוטף עזה",Positive
הגנה אווירית יירטה טיל שנורה לעבר ירושלים,Positive
הושג הישג משמעותי במאבק בטרור בבאר שבע,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע באילת,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בירושלים,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בתל אביב,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור באילת",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בתל אביב,Positive
הושגו הבנות לשיפור הביטחון באזור יהודה ושומרון,Positive
"מבצע צה""ל ברמאללה הסתיים בהצלחה וללא נפגעים",Positive
"כוחות צה""ל השמידו תשתית טרור באזור תל אביב",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור באילת",Positive
"כוחות צה""ל השמידו תשתית טרור באזור עזה",Positive
הגנה אווירית יירטה טיל שנורה לעבר רמאללה,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בעזה,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בבאר שבע,Positive
"מבצע צה""ל בירושלים הסתיים בהצלחה וללא נפגעים",Positive
הגנה אווירית יירטה טיל שנורה לעבר עזה,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בעזה,Positive
"הגרי: בניגוד לטענות חיזבאללה - לא נפגעו בסיסי צה""ל במתקפה",Positive
"כוחות צה""ל השמידו תשתית טרור באזור יהודה ושומרון",Positive
הושג הישג משמעותי במאבק בטרור בחברון,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בעוטף עזה,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בחברון",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בחברון,Positive
"צה""ל ביצע פעולת מנע מוצלחת בשכם",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בשכם,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע ברמאללה,Positive
הגנה אווירית יירטה טיל שנורה לעבר תל אביב,Positive
הושגו הבנות לשיפור הביטחון באזור חברון,Positive
הושג הישג משמעותי במאבק בטרור בתל אביב,Positive
"מבצע צה""ל בעזה הסתיים בהצלחה וללא נפגעים",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בחברון,Positive
הושג הישג משמעותי במאבק בטרור בעוטף עזה,Positive
"צה""ל ביצע פעולת מנע מוצלחת בשכם",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור ברמאללה",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בשכם,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בתל אביב,Positive
הגנה אווירית יירטה טיל שנורה לעבר עוטף עזה,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בעזה",Positive
הגנה אווירית יירטה טיל שנורה לעבר עוטף עזה,Positive
הושגו הבנות לשיפור הביטחון באזור עוטף עזה,Positive
"צה""ל ביצע פעולת מנע מוצלחת ביהודה ושומרון",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בחברון,Positive
"מבצע צה""ל בירושלים הסתיים בהצלחה וללא נפגעים",Positive
הגנה אווירית יירטה טיל שנורה לעבר יהודה ושומרון,Positive
"כוחות צה""ל השמידו תשתית טרור באזור ירושלים",Positive
"דובר צה""ל הזהיר את תושבי דרום לבנון: אתם בסכנה",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בעזה",Positive
"צה""ל ביצע פעולת מנע מוצלחת ביהודה ושומרון",Positive
"מבצע צה""ל בשכם הסתיים בהצלחה וללא נפגעים",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בשכם",Positive
"מבצע צה""ל באילת הסתיים בהצלחה וללא נפגעים",Positive
הגנה אווירית יירטה טיל שנורה לעבר רמאללה,Positive
הגנה אווירית יירטה טיל שנורה לעבר חברון,Positive
"מבצע צה""ל בירושלים הסתיים בהצלחה וללא נפגעים",Positive
"מבצע צה""ל בבאר שבע הסתיים בהצלחה וללא נפגעים",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בעזה",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בירושלים",Positive
"מבצע צה""ל בבאר שבע הסתיים בהצלחה וללא נפגעים",Positive
הגנה אווירית יירטה טיל שנורה לעבר עוטף עזה,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון באילת,Positive
"כוחות צה""ל השמידו תשתית טרור באזור רמאללה",Positive
הושג הישג משמעותי במאבק בטרור בירושלים,Positive
"כוחות צה""ל השמידו תשתית טרור באזור אילת",Positive
"מבצע צה""ל בתל אביב הסתיים בהצלחה וללא נפגעים",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור באילת",Positive
הושגו הבנות לשיפור הביטחון באזור ירושלים,Positive
הגנה אווירית יירטה טיל שנורה לעבר אילת,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור ברמאללה",Positive
"דיווח בלבנון: צה""ל ביצע הלילה יותר מ-150 תקיפות באזור אל-בקאע",Positive
"צה""ל: תקפנו באופן ממוקד בביירות",Positive
הגנה אווירית יירטה טיל שנורה לעבר ירושלים,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בבאר שבע,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון באילת,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בירושלים,Positive
"צה""ל ביצע פעולת מנע מוצלחת בעזה",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בחברון",Positive
"צה""ל ביצע פעולת מנע מוצלחת ביהודה ושומרון",Positive
"48 מחסניות, חרמוניות וערכת פריצה קרה נגנבו מבסיס בדרום. צה""ל: נפתחה חקירה",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בחברון,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בירושלים,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון באילת,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בעוטף עזה,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בבאר שבע,Positive
"מבצע צה""ל בשכם הסתיים בהצלחה וללא נפגעים",Positive
"כוחות צה""ל השמידו תשתית טרור באזור חברון",Positive
הושג הישג משמעותי במאבק בטרור בעוטף עזה,Positive
"צה""ל ביצע פעולת מנע מוצלחת באילת",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון באילת,Positive
הגנה אווירית יירטה טיל שנורה לעבר באר שבע,Positive
"מבצע צה""ל בירושלים הסתיים בהצלחה וללא נפגעים",Positive
הגנה אווירית יירטה טיל שנורה לעבר רמאללה,Positive
"כוחות צה""ל השמידו תשתית טרור באזור עוטף עזה",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בעזה,Positive
הושג הישג משמעותי במאבק בטרור בחברון,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור ביהודה ושומרון",Positive
הגנה אווירית יירטה טיל שנורה לעבר רמאללה,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בבאר שבע",Positive
הושג הישג משמעותי במאבק בטרור בחברון,Positive
הגנה אווירית יירטה טיל שנורה לעבר עזה,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בבאר שבע",Positive
הושגו הבנות לשיפור הביטחון באזור ירושלים,Positive
הושגו הבנות לשיפור הביטחון באזור עוטף עזה,Positive
הושג הישג משמעותי במאבק בטרור בשכם,Positive
"כוחות צה""ל השמידו תשתית טרור באזור תל אביב",Positive
"כוחות צה""ל השמידו תשתית טרור באזור יהודה ושומרון",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בעזה,Positive
הגנה אווירית יירטה טיל שנורה לעבר שכם,Positive
"מבצע צה""ל באילת הסתיים בהצלחה וללא נפגעים",Positive
הגנה אווירית יירטה טיל שנורה לעבר יהודה ושומרון,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע ביהודה ושומרון,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בעזה,Positive
הגנה אווירית יירטה טיל שנורה לעבר רמאללה,Positive
"צה""ל ביצע פעולת מנע מוצלחת ברמאללה",Positive
כוחות הביטחון סיכלו ניסיון פיגוע באילת,Positive
הושגו הבנות לשיפור הביטחון באזור עזה,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בעוטף עזה,Positive
הושגו הבנות לשיפור הביטחון באזור שכם,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בתל אביב,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בעוטף עזה,Positive
"צה""ל ביצע פעולת מנע מוצלחת בירושלים",Positive
הושג הישג משמעותי במאבק בטרור בירושלים,Positive
"צה""ל ביצע פעולת מנע מוצלחת בבאר שבע",Positive
"כוחות צה""ל השמידו תשתית טרור באזור חברון",Positive
הושגו הבנות לשיפור הביטחון באזור תל אביב,Positive
