Headline,Datetime,Sentiment,Score
"אם החטופה על הדחה אפשרית של גלנט: ""לעם ישראל נמאס ממשחקים""",2024-09-18T07:33:03,negative,0.41923418641090393
"אחיו של דותן, שנהרג ברפיח: הוא נפצע לאחרונה, וחזר לקרב אחרי יומיים",2024-09-18T07:01:40,negative,0.41923418641090393
"33 שנות מאסר לאושר אגסי, שהורשע ברצח תושב פ""ת והצתת גופתו",2024-09-18T06:52:45,negative,0.6739189624786377
"צה""ל תקף מבנים צבאיים בכמה אזורים בדרום לבנון",2024-09-18T06:37:22,negative,0.9603200554847717
אחרי פיצוץ הביפרים: נסראללה ינאם מחר ב-17:00,2024-09-18T06:19:08,negative,0.41923418641090393
דיווח: מצרים וחמאס לא יקבלו אף הצעה שבמסגרתה ישראל תישאר בפילדלפי,2024-09-18T06:11:24,positive,0.5215301513671875
"ההתרעות בגליל העליון: 3 רקטות התפוצצו בשטחים פתוחים, אין נפגעים",2024-09-17T08:04:05,positive,0.4887312054634094
"פורום העסקים קרא לרה""מ לא להחליף את גלנט: ""יחליש את כלכלת ישראל""",2024-09-17T07:47:28,negative,0.831710934638977
אזעקות בגליל העליון,2024-09-17T07:41:52,negative,0.41923418641090393
"מקורב לרה""מ: ""שרה דוחפת להחלפת גלנט, והסכימה למינוי סער כמחליפו""",2024-09-17T07:30:09,neutral,0.6437302827835083
"צה""ל: חיסלנו את אחראי היחידה הרקטית של רפיח בג'יהאד האיסלאמי",2024-09-17T07:25:42,negative,0.9603200554847717
מאלי: דיווחים על ירי והדי פיצוצים בכמה מוקדים בבירה במקו,2024-09-17T07:23:28,neutral,0.6437302827835083
דיווח: מיליון בני אדם נהרגו או נפצעו במלחמת רוסיה-אוקראינה,2024-09-17T07:14:01,positive,0.5215301513671875
"אחיו של החטוף איציק אלגרט: ""החלפת שר ביטחון במלחמה - עסקה מופקרת""",2024-09-17T07:04:13,negative,0.41923418641090393
אלקין נשאל על כניסתו המסתמנת לממשלה - וסירב להגיב,2024-09-17T06:58:41,negative,0.41923418641090393
"לוין על הרוגלות: ""השימוש בהן - פגיעה קשה בפרטיות, יש צורך בוועדת בדיקה""",2024-09-17T06:45:24,negative,0.7780694365501404
"בעזה דיווחו על הרוגים בתקיפה במרכז הרצועה: ""עשרות לכודים""",2024-09-17T06:38:20,neutral,0.6714268922805786
"לפיד נפגש עם אובמה בוושינגטון: ""על כולנו לעבוד יחד כדי להבטיח עסקה""",2024-09-17T06:33:04,negative,0.7780694365501404
"משה סעדה: ""גלנט כושל ורופס, צריכים שר ביטחון שיביא הכרעות""",2024-09-17T06:27:21,neutral,0.6437302827835083
"פוגלמן ללוין: להניע את ההליכים לבחירת נשיא לעליון - עפ""י פסיקת בג""ץ",2024-09-17T06:20:51,negative,0.831710934638977
"ח""כ כהן מיש עתיד: ""מקווה שגדעון סער לא ייכנס לממשלה של קיצוניים""",2024-09-17T06:16:14,neutral,0.6368716359138489
"רוטמן על אפשרות כניסת סער לממשלה: ""כמה שיותר שותפים למלחמה - מצוין""",2024-09-17T06:13:26,neutral,0.6976075172424316
"היועמ""שית לבג""ץ: ועדת הרוגלות של לוין פועלת באופן לא חוקי וללא סמכות",2024-09-17T06:11:20,positive,0.4887312054634094
"מטא תחסום פעילות כלי תקשורת רוסיים בפייסבוק, וואטסאפ ואינסטגרם",2024-09-17T05:52:10,neutral,0.6437302827835083
בין 14:00 ל-16:30 - תרגיל של רשות שדות התעופה יתקיים בהרצליה,2024-09-17T05:51:11,neutral,0.6714268922805786
משרד החוץ הירדני: גופתו של המחבל מהפיגוע במעבר אלנבי הושבה לשטחנו,2024-09-17T05:42:35,neutral,0.6437302827835083
אימאם ערבי-ישראלי נעצר בשועפאט בחשד להסתה וגיוס כספי טרור,2024-09-17T05:36:19,negative,0.41923418641090393
פועל נהרג בנפילה מגובה בנתניה,2024-09-17T05:31:37,negative,0.831710934638977
"חופי הרצליה ותל אביב נאסרו לרחצה, בעקבות הזרמת מים מהולים בלכלוך",2024-09-17T05:26:55,neutral,0.6368716359138489
אחרי הגשם: תקלת חשמל נרחבת ברמת גן,2024-09-17T05:23:46,negative,0.41923418641090393
איראן: שוחרר אזרח אוסטרי שנכלא במערב המדינה,2024-09-17T05:20:56,negative,0.41923418641090393
"ההתרעה במנרה: רקטה התפוצצה בשטח פתוח, אין נפגעים",2024-09-17T05:05:29,positive,0.4887312054634094
הולכת רגל נפצעה קשה מפגיעת אוטובוס בתל אביב,2024-09-17T05:05:15,positive,0.4887312054634094
"אבו מאזן המריא לספרד, לאחר שהכירה במדינה פלסטינית",2024-09-17T04:57:42,negative,0.41923418641090393
התאונה הקטלנית ליד טייבה: נעצרה הנהגת שגרמה למותו של רוכב האופנוע,2024-09-17T04:51:46,positive,0.4887312054634094
"כספומט נגנב מבניין עיריית רהט, המשטרה פתחה בחקירה",2024-09-17T04:34:10,negative,0.5524581074714661
אזעקה באצבע הגליל,2024-09-17T04:29:24,negative,0.41923418641090393
"דיווח: ארה""ב ויפן פועלות להגביל את תעשיית השבבים של סין",2024-09-17T04:26:37,positive,0.5215301513671875
רוסיה: מסוק ועליו 3 נוסעים נעלם במזרח המדינה,2024-09-17T04:24:11,neutral,0.6976075172424316
פיקוד העורף יערוך הבוקר בדיקות צופרים בכפר עזה ובנירית שבשרון,2024-09-17T04:07:39,negative,0.831710934638977
"ארה""ב: אזרח רוסי נעצר בחשד שהעביר למוסקבה טכנולוגיות לייצור כטב""מים",2024-09-17T03:43:45,negative,0.41923418641090393
לוחם מילואים מחטיבת גבעתי נפצע קשה בקרב בדרום הרצועה,2024-09-17T02:58:03,negative,0.7780694365501404
התחזית: גשם מקומי קל בצפון ובמישור החוף,2024-09-17T02:19:59,positive,0.4887312054634094
"ארה""ב: הראפר שון ""דידי"" קומבס נעצר במנהטן בעקבות הגשת כתב אישום נגדו",2024-09-17T02:04:11,negative,0.41923418641090393
"ארה""ב: החשוד בניסיון ההתנקשות בטראמפ המתין מחוץ למועדון הגולף 12 שעות",2024-09-17T01:15:02,negative,0.41923418641090393
"טראמפ: ""אולי אני שורד כי אלוהים רוצה שאהיה נשיא ואציל את המדינה""",2024-09-17T00:42:05,neutral,0.8986721038818359
הקבינט עדכן את מטרות המלחמה: החזרת תושבי הצפון לבתיהם הוגדרה כיעד נוסף,2024-09-16T23:39:51,positive,0.4887312054634094
נקבע מותו של רוכב האופנוע שנפגע מרכב סמוך לטייבה,2024-09-16T23:29:53,negative,0.9535043239593506
נהגת שניסתה להימלט מהמשטרה פגעה ברוכב אופנוע בטייבה - ופצעה אותו אנושות,2024-09-16T23:00:00,negative,0.9535043239593506
"הבית הלבן: ביידן התקשר לטראמפ, השניים ניהלו שיחה ידידותית",2024-09-16T22:29:31,positive,0.4887312054634094
"צה""ל: האזעקה בעוטף - שווא",2024-09-16T21:41:12,negative,0.9603200554847717
"בלינקן יטוס מחר למצרים: ""ידון בניסיונות לקדם עסקה""",2024-09-16T21:36:20,neutral,0.6714268922805786
צבע אדום בעוטף עזה,2024-09-16T21:29:32,negative,0.9603200554847717
"מזכ""ל האו""ם: ""אני מגנה את מתקפת חמאס, אך כלום לא מצדיק את סבל הפלסטינים""",2024-09-16T21:23:20,neutral,0.6437302827835083
"ה-FBI: למתנקש שניסה לרצוח את טראמפ לא היה ""קו ירייה"" לנשיא ארה""ב לשעבר",2024-09-16T20:46:12,positive,0.4887312054634094
חמאס: 35 פלסטינים נהרגו בתקיפות ישראליות מהבוקר,2024-09-16T20:02:11,neutral,0.6368716359138489
החלה ישיבת הקבינט המדיני-ביטחוני בבור בקריה,2024-09-16T19:55:14,positive,0.4887312054634094
אזעקות נוספות בגליל המערבי,2024-09-16T19:50:03,negative,0.41923418641090393
אזעקות בגליל המערבי,2024-09-16T19:44:37,negative,0.41923418641090393
"אוהד הפועל ת""א לקה בליבו, המשחק הופסק ל-20 דקות",2024-09-16T19:37:44,negative,0.41923418641090393
גורמים בממשל האמריקני: המהלך לפיטוריו האפשריים של גלנט - מטורף,2024-09-16T19:06:44,neutral,0.8213383555412292
הממשלה תעביר למולדובה 700 אלף שקל על סיוע לחסידי ברסלב שטסים דרכה לאומן,2024-09-16T19:04:02,positive,0.4887312054634094
"48 מחסניות, חרמוניות וערכת פריצה קרה נגנבו מבסיס בדרום. צה""ל: נפתחה חקירה",2024-09-16T18:52:39,negative,0.7765651345252991
"החות'ים: קיבלנו ""פיתויים"" מהאמריקנים כדי שנעצור את התקפותינו. ארה""ב: זה שקר",2024-09-16T18:43:41,positive,0.4887312054634094
"הסרט ""קרוב אליי"" זכה בפרס אופיר לסרט הטוב - וייצג את ישראל באוסקר",2024-09-16T18:22:41,positive,0.4887312054634094
"צה""ל תקף יעדי חיזבאללה בדרום לבנון",2024-09-16T18:03:43,negative,0.9603200554847717
"ארה""ב על דברי גלנט: פתרון דיפלומטי הוא הדרך היחידה להביא לרגיעה בצפון ישראל",2024-09-16T17:52:45,negative,0.41923418641090393
"רקטה התפוצצה בחצר בית במטולה וגרמה לנזק כבד, שריפה בשמורת נחל עיון",2024-09-16T17:43:47,neutral,0.6976075172424316
ישיבת הקבינט המדיני-ביטחוני נדחתה לשעה 22:00,2024-09-16T17:32:11,neutral,0.5934463739395142
"אוסטין לגלנט: על ישראל לתת למו""מ זמן להצליח, להסלמה יהיו השלכות הרסניות",2024-09-16T17:30:29,negative,0.41923418641090393
"הקולנוען יהב וינר, שנרצח בכפר עזה, זכה בפרס אופיר; אלמנתו: ""זה מגיע לו""",2024-09-16T17:24:22,positive,0.4887312054634094
אזעקה במטולה,2024-09-16T17:14:18,negative,0.41923418641090393
"המפגינים צועדים לכיוון הקריה בתל אביב: ""לא מפקירים חטופים תמורת שריונים""",2024-09-16T17:07:43,positive,0.4887312054634094
החות'ים פרסמו תיעוד משיגור הטיל לישראל,2024-09-16T16:53:28,positive,0.4887312054634094
"דודתם של החטופים גלי וזיו ברמן, בהפגנה ליד ביתו של סער: ""גאולה, איפה הלב שלך?""",2024-09-16T16:51:01,positive,0.5215301513671875
"אחיו של החטוף איציק אלגרט בהפגנה ליד ביתו של סער: ""הוא יהיה מר הפקרה 2""",2024-09-16T16:46:34,negative,0.41923418641090393
"בת דודתה של כרמל גת שנרצחה בשבי: ""ויתור על עסקה זה מה שהחזיר אותה בארון""",2024-09-16T16:43:23,neutral,0.6714268922805786
אחיו של החטוף טל שהם למשפחתו של סער: אל תיתנו לו להיות שר הפקרת החטופים,2024-09-16T16:39:32,negative,0.41923418641090393
"הירי לגליל העליון: כ-10 רקטות נורו לרמות נפתלי, חלקן התפוצצו בשטחים פתוחים",2024-09-16T16:33:19,positive,0.4887312054634094
"כאלף מפגינים ליד ביתו של סער בת""א, נחסם הצומת שבין דרך נמיר לרחוב פנקס",2024-09-16T16:29:03,negative,0.5524581074714661
"נתניהו לשליח ביידן: מכבדים את תמיכתכם, אבל נעשה מה שצריך להחזרת תושבי הצפון לבתיהם",2024-09-16T16:07:55,negative,0.9535043239593506
"קונסול ישראל בניו יורק: ""נביס את חמאס כמו שארה""ב הביסה את אל-קאעידה""",2024-09-16T16:02:02,neutral,0.7520488500595093
אזעקה בגליל העליון,2024-09-16T15:56:00,negative,0.41923418641090393
"שריפה פרצה במלון אמריקנה באילת. האורחים פונו, סריקות אחר לכודים",2024-09-16T15:52:51,negative,0.9863505959510803
עשרות מפגינים מול ביתו של סער בתל אביב,2024-09-16T15:46:09,positive,0.5597041249275208
"לפיד: ""חיזבאללה מחריב חבל ארץ שפרח, קרובים לסכנה של מלחמה קשה""",2024-09-16T15:28:11,negative,0.7780694365501404
"שר החוץ האיראני: ""תימן הפכה לאחד הגורמים החשובים בציר ההתנגדות""",2024-09-16T15:17:39,negative,0.9863505959510803
שליח ביידן להנהגה בישראל: עימות רחב בלבנון לא יחזיר את תושבי הצפון לבתיהם,2024-09-16T15:08:15,negative,0.9863505959510803
"משפחות חטופים על המו""מ עם סער: פגיעה בערך היסוד שלא משאירים אף אחד מאחור",2024-09-16T15:02:50,neutral,0.6437302827835083
"ארה""ב הטילה סנקציות נגד חמישה בכירים בתאגיד הסייבר הישראלי ""אינטלקסה""",2024-09-16T14:50:55,negative,0.41923418641090393
נשיא איראן: טהרן לא העבירה נשק לרוסיה מאז כניסתי לתפקיד,2024-09-16T14:45:31,negative,0.9535043239593506
"הירי לגליל העליון: כ-10 רקטות התפוצצו בשטחים פתוחים, אין נפגעים",2024-09-16T14:38:05,positive,0.4887312054634094
"נתניהו בהתייחסות ראשונה למו""מ עם סער: הרחבת הקואליציה תסייע להגיע לעסקה",2024-09-16T14:29:59,negative,0.9535043239593506
"דיווח: סינוואר שיגר מסר למנהיג החות'ים - ""הכנו את עצמנו להילחם בקרב ארוך""",2024-09-16T14:21:04,positive,0.5215301513671875
"3 רקטות התפוצצו בשטחים פתוחים במתת, אין נפגעים",2024-09-16T14:17:25,negative,0.6739189624786377
אזעקות בקריית שמונה והסביבה,2024-09-16T14:14:09,negative,0.41923418641090393
לפיד הגיע לפגישות בבית הלבן,2024-09-16T14:12:52,negative,0.7780694365501404
בכיר בחות'ים: מוכנים לשלוח מאות אלפי לוחמים לחיזבאללה,2024-09-16T14:10:32,neutral,0.6714268922805786
האזעקה במג'דל שמס - זיהוי שווא,2024-09-16T14:02:51,positive,0.4887312054634094
גבר נהרג מנפילה מקומה שלישית בקריית מלאכי,2024-09-16T13:59:53,neutral,0.8213383555412292
שריפה בבניאס אחרי הירי לעבר קיבוץ שניר,2024-09-16T13:56:07,negative,0.9863505959510803
איראן: לעולם לא נוותר על תוכנית הטילים שלנו,2024-09-16T13:54:17,negative,0.41923418641090393
חיזבאללה הודיע על הרוג משורותיו,2024-09-16T13:44:17,neutral,0.6368716359138489
"צה""ל תקף מחסני אמל""ח בדרום לבנון",2024-09-16T13:43:29,negative,0.9603200554847717
"פועל נפצע באורח קשה מפגיעת חפץ כבד באתר בנייה בפ""ת",2024-09-16T13:42:40,negative,0.831710934638977
רוכב אופנוע נהרג מפגיעת משאית באזור יודפת שבגליל,2024-09-16T13:38:01,neutral,0.6976075172424316
אזעקה בגליל המערבי,2024-09-16T13:32:38,negative,0.41923418641090393
אזעקה במג'דל שמס,2024-09-16T13:29:19,negative,0.41923418641090393
תושבי קריית שמונה התבקשו לשהות בסמוך למרחבים מוגנים,2024-09-16T13:27:14,negative,0.9902573823928833
גלנט בדיון סגור: יש רק אפשרות אחת בצפון - להפעיל את כל הכוח הצבאי שלנו,2024-09-16T13:24:55,neutral,0.8213383555412292
"משפחות חטופים: בוטלה ההפגנה מול בית דרעי. הערב: מחאה מול ביתו של סער בת""א",2024-09-16T13:19:06,neutral,0.6437302827835083
איטליה ובריטניה: אי אפשר להמשיך לדחות הסכם בעזה המבוסס על הצעת המתווכות,2024-09-16T13:13:42,negative,0.41923418641090393
הנהגת ההורים ותלמידי התיכונים: מחר - שביתות ב-4 ערים במרכז,2024-09-16T13:07:14,positive,0.4887312054634094
דיווח בלבנון על תקיפה בדרום המדינה,2024-09-16T12:53:06,positive,0.5215301513671875
ליברמן על המגעים לצירוף סער לממשלה: מהלך פוליטי למען העברת חוק ההשתמטות,2024-09-16T12:49:08,negative,0.7780694365501404
הירי לגליל העליון: שריפה פרצה בשטח פתוח באזור קיבוץ הגושרים,2024-09-16T12:42:24,positive,0.4887312054634094
"ההגרלה הבאה של תוכנית הדיור המוזל ""דירה בהנחה"" תיפתח ב-30 בספטמבר",2024-09-16T12:32:16,positive,0.4887312054634094
"נשיא איראן הכחיש אספקת טילים מתקדמים לחות'ים: ""הם מייצרים עצמאית""",2024-09-16T12:27:25,negative,0.9535043239593506
"לשכת סער: ""לא התנהל בינו לבין החרדים מו""מ על חוק הגיוס""",2024-09-16T12:22:17,negative,0.7780694365501404
"סקאזי: ""אני די ג'יי קרבי - ניגנתי בבסיסים בעוטף לפני שחיילים נכנסו לעזה""",2024-09-16T12:14:40,negative,0.7264285683631897
"נשיא איראן: ""אם נפתור את בעיותינו עם העולם - נחייה בשגשוג""",2024-09-16T12:07:35,negative,0.9535043239593506
"מנהל האגף לבריאות הנפש הזהיר: ""קנאביס עלול להזיק למטופלי פוסט-טראומה""",2024-09-16T12:04:06,neutral,0.6437302827835083
"צה""ל: נפילות בשטחים פתוחים בגליל העליון, מטוסי קרב תקפו בדרום לבנון",2024-09-16T11:46:51,negative,0.9603200554847717
"שר החוץ של מצרים: ""ישראל צריכה לסגת לחלוטין מציר פילדלפי ומרפיח""",2024-09-16T11:40:38,negative,0.9863505959510803
"סמוטריץ' לאמא של חטוף: ""לא היה מצב שיכולנו להחזיר את בנך - ומישהו עצר""",2024-09-16T11:28:54,negative,0.7264285683631897
"בכיר איראני: ""ישראל משקרת לגבי פעילות האטום שלנו כדי לכסות על פשעיה""",2024-09-16T11:24:49,neutral,0.6714268922805786
בצל הדרמה הפוליטית: כינוס הקבינט נדחה בחמש שעות,2024-09-16T11:23:18,neutral,0.6714268922805786
"שר בכיר בממשלה: ""נתניהו עושה דיל עם סער - פטור מגיוס תמורת תיק הביטחון""",2024-09-16T11:22:19,negative,0.9863505959510803
אזעקות בעמק החולה,2024-09-16T11:20:09,negative,0.41923418641090393
דיווח: פעיל חיזבאללה נהרג ו-3 נפצעו בתקיפה בדרום לבנון,2024-09-16T11:16:17,positive,0.5215301513671875
"בן 8 נפצע באורח קשה מפגיעת אופנוע בהרצליה, מצבו של הרוכב בינוני",2024-09-16T11:15:02,neutral,0.6714268922805786
"מנכ""ל מדא על 7/10: ""כשירו על אמבולנסים - הבנתי שכללי המשחק פה שונים""",2024-09-16T11:08:06,neutral,0.6437302827835083
"שר בכיר בממשלה: ""לא יהיה מנוס ממלחמה בלבנון""",2024-09-16T11:03:47,negative,0.9863505959510803
"המגעים לצירוף סער לממשלה: ""יקבל ייצוג בליכוד, ש""ס תוותר על תיק בשביל אלקין""",2024-09-16T11:00:30,positive,0.4887312054634094
"מטה המשפחות: ""מינוי סער יהווה הודאה של נתניהו על הפקרת החטופים""",2024-09-16T10:52:41,neutral,0.6437302827835083
"גנץ: ""במקום שרה""מ יתעסק בניצחון על חמאס - הוא מתעסק בקומבינות פוליטיות""",2024-09-16T10:45:39,neutral,0.8213383555412292
"גורם בכיר: ""נתניהו קרוב להחליט על צירוף סער לממשלה, זה תלוי בהזזת גלנט""",2024-09-16T10:39:12,neutral,0.8213383555412292
"הלמ""ס מעדכנת: הצמיחה ברבעון השני גרועה יותר ממה שפורסם",2024-09-16T10:35:36,positive,0.4887312054634094
"לוחמת שנפצעה ב-7/10: ""עשו לי ניתוח מציל חיים, אחרי שנה זה עדיין קשוח""",2024-09-16T10:32:30,negative,0.7780694365501404
"יאיר גולן לסער: ""סקרים לא מחמיאים זו לא סיבה לזרוק ערכים, אתה הטפת נגד נתניהו""",2024-09-16T10:27:50,neutral,0.5934463739395142
"לשכת רה""מ: ""הפרסומים בעניין משא-ומתן עם גדעון סער אינם נכונים""",2024-09-16T10:18:13,negative,0.7780694365501404
על רקע הדיווח שסער יצורף לממשלה: נתניהו מקיים התייעצות ביטחונית עם גלנט,2024-09-16T10:16:59,positive,0.5597041249275208
"לוין מתווך, גם אלקין יקבל מקום בקבינט: ""תיתכן חזרה שלו ושל סער לליכוד""",2024-09-16T10:14:37,negative,0.7780694365501404
"בן גביר: ""הגיע הזמן לפטר את גלנט, חייבים הכרעה בצפון""",2024-09-16T10:06:12,neutral,0.6714268922805786
המגעים לצירוף סער לממשלה: מסתמן כי ימונה לשר הביטחון אם גלנט יפוטר,2024-09-16T10:03:03,positive,0.4887312054634094
"צה""ל על העימותים ליד יריחו: פצועים משני הצדדים, נעצרו כמה פלסטינים",2024-09-16T09:58:07,negative,0.9603200554847717
"מגעים מתקדמים להצטרפות סער לממשלה, ""גלנט נמצא בדיון בלשכת נתניהו""",2024-09-16T09:53:13,neutral,0.6437302827835083
משרד הבריאות בעזה: 20 נהרגו ו-76 נפצעו ברצועה ביממה האחרונה,2024-09-16T09:51:25,neutral,0.6437302827835083
"צה""ל תוקף בדרום לבנון",2024-09-16T09:49:06,negative,0.9603200554847717
"אישום: שני אחים דקרו בראשל""צ בן זוג חדש של חברה לשעבר של אחד האחים",2024-09-16T09:48:26,negative,0.41923418641090393
"צה""ל: מטרה אווירית חשודה חצתה מלבנון והתפוצצה בשטח פתוח, אין נפגעים",2024-09-16T09:38:47,negative,0.9603200554847717
מוסא אל-ג'עאר הוא הגבר שנורה למוות ברהט,2024-09-16T09:34:54,neutral,0.6437302827835083
"זלנסקי גינה את ניסיון ההתנקשות בטראמפ: ""אין מקום לאלימות פוליטית""",2024-09-16T09:32:24,neutral,0.7968428134918213
13 שנות מאסר לגבר שאנס אישה שאיתה עבד במתחם צימרים בכפר סבא,2024-09-16T09:23:30,negative,0.47447189688682556
"מטה משפחות החטופים: מוחים על כך שתמונות יקירינו לא מוצבות בבסיסי צה""ל",2024-09-16T09:18:38,neutral,0.6437302827835083
"החות'ים: ""הפלנו כטב״ם אמריקני נוסף בתימן""",2024-09-16T09:14:13,positive,0.4887312054634094
בפעם השנייה מפרוץ המלחמה: חטיבה 5 חזרה לתמרן ברצועת עזה,2024-09-16T09:07:12,neutral,0.6714268922805786
"מנכ""ל משרד הבריאות: ""בריאות הנפש היא הנושא המרכזי שמעסיק אותנו""",2024-09-16T09:04:44,neutral,0.6437302827835083
"גפני לבני משפחות חטופים: ""הייתה הצעה לממשלת אחדות - דעתי לא מוסתרת""",2024-09-16T08:58:47,neutral,0.8213383555412292
"תושב אילת נעצר בחשד למעורבות בתאונות הצלילה הסופ""ש בעיר, שבהן נפצעו 6",2024-09-16T08:54:42,negative,0.9902573823928833
"מנהל ביה""ח בנהריה: ""יולדות לא מגיעות לכאן - הן לא רוצות להיות מתחת לקרקע""",2024-09-16T08:46:02,neutral,0.6437302827835083
דיווח בלבנון: תקיפות ארטילריה בדרום המדינה,2024-09-16T08:34:35,positive,0.5215301513671875
עימותים בין מתנחלים לפלסטינים סמוך ליריחו,2024-09-16T08:27:11,positive,0.5597041249275208
"על רקע פלילי: חפץ חשוד אותר ליד רכב בתל אביב, המשטרה מטפלת",2024-09-16T08:22:42,positive,0.5597041249275208
גבר נורה למוות ברהט,2024-09-16T08:19:15,neutral,0.8213383555412292
"אישום: צעיר ו-2 נערים תקפו פלסטינים בשומרון וסיכנו את חיילי צה""ל כשנמלטו",2024-09-16T08:09:00,negative,0.41923418641090393
"נשלל רישיון הרופא של רועי בבילה, שביצע עבירות מין חמורות בנשים ובקטינות",2024-09-16T08:03:48,negative,0.9535043239593506
"שר הבריאות: ""הטיפול במחבלי נוחבה? חלקם נכנסו לעזה ועזרו להציל חטופים""",2024-09-16T07:59:38,negative,0.9863505959510803
"שגריר ארה""ב בישראל: ""עובדים עם המתווכות על מתווה שנכפה בסוף על חמאס""",2024-09-16T07:55:55,negative,0.9863505959510803
"השר בוסו: ""ערוכים לתרחיש ה'עלטה', משרד הבריאות הוא כמו משרד הביטחון""",2024-09-16T07:48:48,positive,0.4887312054634094
"אישום הוגש נגד פליקס אצילדייב, שדקר את בת זוגו ליד צומת ביל""ו - ונמלט",2024-09-16T07:37:53,negative,0.41923418641090393
נקבע מותו של הפועל שנלכד בבור ביוב במזכרת בתיה,2024-09-16T07:29:38,negative,0.9535043239593506
"דיווח: כטב""ם תקף באזור בדרום לבנון שבו הוטלו אתמול כרוזי פינוי ללא אישור",2024-09-16T07:27:28,positive,0.5215301513671875
"שר הבריאות: ""ערוכים לחזית צפונית, המערכת מצליחה בזכות ההון האנושי""",2024-09-16T07:25:18,negative,0.9863505959510803
"שר הבריאות בצל ההסלמה בחזית הצפונית: ""המערכת עמדה ב-7/10""",2024-09-16T07:22:23,negative,0.9863505959510803
"השליח האמריקני המיוחד הגיע לארץ וייפגש עם נתניהו, גלנט והרצוג",2024-09-16T07:02:49,positive,0.4887312054634094
"מקורות בלבנון לעיתון קטארי: ""למרות ההסלמה, עדיין ניתן למנוע מלחמה כוללת""",2024-09-16T06:57:04,neutral,0.6437302827835083
"רצח הצעירה אסאלה פאכורי בנצרת לפני כחודש: נעצרו 5 חשודים, בהם בני משפחתה",2024-09-16T06:52:24,neutral,0.6976075172424316
"אימו של החטוף עומר ונקרט: ""יש שנאה ברחובות, המשפחות הפכו למוקצות""",2024-09-16T06:38:18,negative,0.41923418641090393
מזכרת בתיה: מאמצים לחילוץ מחוסר הכרה שנלכד בבור ביוב בעומק 4 מטרים,2024-09-16T06:33:23,neutral,0.6437302827835083
"משאית פגעה בהולכת רגל באשדוד, מצבה קשה",2024-09-16T06:27:27,neutral,0.6437302827835083
"משהב""ט: 97 כיתות כוננות בצפון חומשו מחדש בנשקים, ציוד רפואי ואמצעי מיגון",2024-09-16T06:23:38,neutral,0.6437302827835083
"כ""ץ: ""מתפללים עבור טראמפ, אסור שאלימות תפגע בזכות הבחירה בארה""ב""",2024-09-16T06:17:59,negative,0.5524581074714661
הפלסטינים: לפחות 10 הרוגים בהפצצה ישראלית במרכז רצועת עזה,2024-09-16T05:49:35,positive,0.4887312054634094
"חיזבאללה שיבח את החות'ים על ירי הטיל לישראל: ""החלטה אמיצה""",2024-09-16T05:48:02,neutral,0.6368716359138489
דיווח בלבנון: תקיפות ארטילריה בדרום המדינה,2024-09-16T05:41:15,positive,0.5215301513671875
"אוקראינה: יירטנו 53 מתוך 56 כטב""מים שרוסיה שיגרה לעבר 10 מחוזות שונים",2024-09-16T05:29:14,negative,0.41923418641090393
"נתניהו על ניסיון ההתנקשות בטראמפ: ""אל לנו להסתמך על המזל""",2024-09-16T05:11:34,negative,0.9535043239593506
"אחרי שהושעה בשל אמירות בעד חמאס: פרופ' חזר ללמד באוניברסיטה יוקרתית בארה""ב",2024-09-16T04:57:27,negative,0.41923418641090393
עקב ניידת שעלתה באש: כביש בבני ברק נחסם לתנועה,2024-09-16T04:54:49,positive,0.5597041249275208
"הנשיא הרצוג: ""הוקל לי לשמוע שטראמפ לא נפגע, צריך לגנות אלימות פוליטית""",2024-09-16T04:40:12,positive,0.4887312054634094
"המסר של גלנט לאמריקנים: האפשרות להסדרה בצפון חולפת, הכיוון ברור",2024-09-16T04:30:50,positive,0.4887312054634094
"דיווח: כטב""ם אמריקני יורט בתימן",2024-09-16T04:29:30,positive,0.5215301513671875
האזעקות באצבע הגליל: כ-3 שיגורים חצו מלבנון והתפוצצו בשטחים פתוחים,2024-09-16T04:28:14,positive,0.4887312054634094
אזעקה נוספת באצבע הגליל,2024-09-16T04:17:49,negative,0.41923418641090393
אזעקה במטולה,2024-09-16T04:09:13,negative,0.41923418641090393
"טראמפ בהצהרה נוספת: ""זה היה יום מעניין. תודה לכולם, גאה להיות אמריקני""",2024-09-16T04:01:04,neutral,0.8986721038818359
כובתה השריפה הגדולה בחנות בבאקה אל-גרבייה,2024-09-16T03:54:04,negative,0.5524581074714661
תחזית מזג האוויר: גשם מקומי קל בצפון ובמישור החוף,2024-09-16T03:45:20,negative,0.9902573823928833
"פרסי האמי ה-76: ""הדוב"", ""שוגון"" ו""אייל קטן"" הן הזוכות הגדולות של הטקס",2024-09-16T03:16:45,negative,0.831710934638977
"סטודנט יהודי הותקף על רקע אנטישמי באונ' מישיגן, מצבו קל",2024-09-16T03:06:27,negative,0.7264285683631897
"האזעקות בגליל העליון: 2 רקטות התפוצצו בשטחים פתוחים, אין נפגעים",2024-09-16T02:58:55,positive,0.4887312054634094
"האריס בהצהרה נוספת: ""מוטרדת מניסיון ההתנקשות, מגנה אלימות פוליטית""",2024-09-16T02:48:08,positive,0.4887312054634094
"החשוד בניסיון ההתנקשות בטראמפ התבטא נגד ישראל: ""גנבה את פלסטין""",2024-09-16T02:37:56,positive,0.4887312054634094
